ID,OBS_DATE,ASM,ASM_D11,ASM_D,ASM_D_D11,ASM_I,ASM_I_D11,RPM,RPM_D11,RPM_D,RPM_D_D11,RPM_I,RPM_I_D11,LOAD_FACTOR,LOAD_FACTOR_D11,LOAD_FACTOR_D,LOAD_FACTOR_D_D11,LOAD_FACTOR_I,LOAD_FACTOR_I_D11,ENPLANE_I,ENPLANE_I_D11,ENPLANE_D,ENPLANE_D_D11,ENPLANE,ENPLANE_D11,AIR_RPM_TSI,AIR_RPM_TSI_D11,AIR_RTMFM,AIR_RTMFM_D11,RAIL_FRT_CARLOADS,RAIL_FRT_CARLOADS_D11,RAIL_FRT_INTERMODAL,RAIL_FRT_INTERMODAL_D11,RAIL_PM,RAIL_PM_D11,TRANSIT,TRANSIT_D11,PETROLEUM,PETROLEUM_D11,NATURAL_GAS,NATURAL_GAS_D11,WATERBORNE,WATERBORNE_D11,TRUCK_D11,VMT,VMT_D11,TSI_Freight,TSI_Freight_C,TSI_Passenger,TSI_Passenger_C,TSI_Total,TSI_Total_C,IND_PRO,MANUF,INV_TO_SALES,IDX_AIR_RPM,IDX_AIR_RTMFM,IDX_RAIL_FRT_CARLOADS,IDX_RAIL_FRT_INTERMODAL,IDX_RAIL_PM,IDX_TRANSIT_D11,IDX_PETROLEUM_D11,IDX_NATURAL_GAS_D11,IDX_WATERBORNE_D11,IDX_TRUCK_D11
SATD201701,01/01/2017,89957347,94999865,63084040,66547667,26873307,28452198,71433297,79818914,50136641,56569873,21296656,23249041,79.4,84,79.5,85,79.2,81.7,8512,8893,54109,61472,62621,70364,71876269,80106969,2993084,3193171,1076303,1097175,1106662,1122856,458016423,558831299,783066,834861,270123,267820,2913.8,2160.1,43.9,46.3,102.8,242600,266509,123.6,-0.5,125.8,1,124.1,0,101.508291401808,102.0550215440949,1.47,1.3583,1.2439,0.8109,1.5124,1.1994,1.0602,1.1969,1.152,0.9381,1.3725
SATD201702,02/01/2017,81365955,94830855,57436642,66296478,23929313,28534378,64261254,78961572,46484890,55971676,17776364,22989896,79,83.3,80.9,84.4,74.3,80.6,7299,8833,51078,61147,58377,69980,64666236,79531365,2710384,3241450,1008629,1119257,1033113,1129160,405865664,545413058,758111,825264,245467,271243,2340.2,2012.6,43,47.5,103.9,225644,265234,124.4,0.6,124.7,-0.9,124.2,0.1,101.1177318719457,101.8654213726468,1.47,1.3486,1.2627,0.8272,1.5209,1.1706,1.0481,1.2122,1.0733,0.9623,1.3872
SATD201703,03/01/2017,96763000,95089530,68737057,66472033,28025943,28617498,80838984,78903764,58791439,56004695,22047545,22899069,83.5,83,85.5,84.3,78.7,80,8999,8712,63963,60942,72962,69654,81311996,79683822,3435973,3300956,1096388,1095262,1115358,1122384,530748447,550201392,866700,820488,274785,271154,2523.3,2250.6,47.7,48.3,103,268343,265123,124.8,0.3,124.7,0,124.5,0.2,101.748050986947,101.9696903270977,1.48,1.3512,1.2859,0.8095,1.5118,1.1808,1.042,1.2118,1.2002,0.9775,1.3757
SATD201704,04/01/2017,94777063,95693235,66075380,66697821,28701683,28995414,79494360,80358811,56302476,56454778,23191884,23904032,83.9,84,85.2,84.6,80.8,82.4,9163,9198,61099,61649,70262,70847,79935852,80709886,3249956,3306776,1060194,1084151,1095916,1130384,561148298,575929302,814959,819072,279556,280510,1932,2205.7,44.1,44.3,104.4,272864,270670,125.2,0.3,125.9,0.9,125.2,0.5,102.7674914851989,101.6227955363284,1.48,1.3686,1.2882,0.8012,1.5226,1.2361,1.0402,1.2536,1.1763,0.8968,1.3935
SATD201705,05/01/2017,99451590,95949693,68835215,66916710,30616375,29032983,83542041,80126803,59016291,56642207,24525750,23484596,84,83.5,85.7,84.6,80.1,80.9,9236,9049,64443,61472,73679,70521,83939006,80636641,3395667,3363175,1104639,1095155,1163002,1138722,574606036,554748779,856123,820104,290050,281090,1892,2290.1,42.6,41.5,104.8,281264,266153,125.9,0.5,125.8,-0.1,125.5,0.3,102.8562456760987,102.2820515966279,1.49,1.3673,1.3101,0.8094,1.5338,1.1906,1.0415,1.2562,1.2212,0.8409,1.3987
SATD201706,06/01/2017,103710325,96774112,71663412,67614088,32046913,29160024,89667877,80001272,62468978,56578142,27198899,23423130,86.5,82.7,87.2,83.7,84.9,80.3,10262,8991,66746,61045,77008,70036,90130486,80500522,3442624,3433020,1099685,1105715,1148295,1142167,636313142,560242266,822871,812515,278060,278202,1910.4,2300.3,44.7,44.5,103.7,280290,266376,125.7,-0.1,125.3,-0.4,125.3,-0.2,103.0709404202892,101.8262091162721,1.49,1.365,1.3373,0.8172,1.5384,1.2024,1.0319,1.2433,1.2267,0.9012,1.384
SATD201707,07/01/2017,108632534,97533688,74806757,68402511,33825777,29131176,94106754,80875680,65035238,57313920,29071516,23561760,86.6,82.9,86.9,83.8,85.9,80.9,11242,9104,68575,62164,79817,71268,94641128,81235592,3451415,3463710,1099606,1073636,1145409,1133584,667515087,555050616,770925,813395,284041,279470,2141.6,2315.2,45.7,45.1,107.3,288566,269548,128.2,1.9,126.1,0.7,127.2,1.5,102.8136149015345,101.8438100722585,1.49,1.3775,1.3493,0.7935,1.5269,1.1912,1.033,1.249,1.2346,0.913,1.432
SATD201708,08/01/2017,105782526,97168197,73231170,68191383,32551356,28976814,90444528,80920053,62520313,57373953,27924215,23546100,85.5,83.3,85.4,84.1,85.8,81.3,10437,9111,66665,61902,77102,71013,90980861,81562024,3534006,3520925,1155836,1076241,1207978,1145803,628885839,549594071,818154,806517,281100,276122,2093.8,2275.6,47,44.8,108.3,282558,267211,128.9,0.5,126.2,0,127.7,0.4,102.3470390507627,102.8056243379945,1.5,1.383,1.3716,0.7954,1.5433,1.1795,1.0243,1.234,1.2135,0.9059,1.4463
SATD201709,09/01/2017,91409247,94885817,63120361,66390699,28288886,28495118,74645832,79228539,51871588,56187220,22774244,23041319,81.7,83.5,82.2,84.6,80.5,80.9,7773,8690,57145,60210,64918,68900,75092482,79782952,3514525,3515744,1085240,1072811,1130713,1117809,511006011,529081347,824491,806994,260591,266410,1920.5,2288.7,44,43.4,108.9,265212,266506,128.7,-0.1,124.2,-1.6,126.9,-0.6,102.4660970452683,103.7355786454262,1.45,1.3528,1.3696,0.7929,1.5056,1.1355,1.0249,1.1906,1.2205,0.8791,1.4542
SATD201710,10/01/2017,96446815,97254870,68007445,68144772,28439370,29110098,80629312,81551085,58257903,58168983,22371409,23382102,83.6,83.9,85.7,85.4,78.7,80.3,8079,8984,64625,62883,72704,71867,81168258,81776423,3725482,3497367,1141730,1089409,1223973,1155261,544835510,551349802,891006,813249,290875,287059,2031.5,2324.1,45.7,42.9,109.4,278888,268718,130,1,126.7,2,128.6,1.3,103.741014016631,104.4730364215638,1.45,1.3867,1.3624,0.8051,1.5561,1.1833,1.0328,1.2829,1.2394,0.8686,1.4601
SATD201711,11/01/2017,90290523,97115142,65149170,68202339,25141353,28912803,75655182,81839141,55883967,58370006,19771215,23469135,83.8,84.3,85.8,85.6,78.6,81.2,7719,8991,61911,63821,69630,72812,76124221,82215889,3845502,3650666,1076599,1091336,1134901,1159062,552222667,549843557,811834,816382,293896,297862,2357.3,2308.4,46.6,45.6,110.2,258159,268212,131.6,1.2,127.3,0.5,129.8,1,104.0080983873943,106.3084373761929,1.44,1.3941,1.4221,0.8066,1.5612,1.1801,1.0368,1.3311,1.231,0.9239,1.471
SATD201712,12/01/2017,96283221,97537587,68235415,68622965,28047806,28914622,79629124,81821711,56980320,58287505,22648804,23534206,82.7,83.9,83.5,84.9,80.8,81.4,8955,9063,61374,63423,70329,72486,80037671,82262028,3809805,3591226,1072484,1095855,1146773,1169089,558435738,545832801,753758,804879,300128,293155,3086,2443.9,43.9,44.5,112.1,267958,272319,133.3,1.3,126.8,-0.4,130.8,0.7,104.2523778618847,107.1722210009922,1.44,1.3949,1.399,0.8099,1.5747,1.1715,1.0222,1.3101,1.3033,0.9016,1.4965
SATD201801,01/01/2018,93056109,98366125,65566520,69184726,27489589,29181398,73352756,82509106,51716869,58719342,21635887,23789764,78.8,83.9,78.9,84.9,78.7,81.5,8598,9056,55830,63793,64428,72849,73795773,82750794,3401398,3603503,1044062,1062937,1150154,1166949,438710211,542067046,769104,802134,291804,287954,3340.9,2503.2,45,47.2,108.9,244736,268361,131.2,-1.6,127.2,0.3,129.5,-1,104.250426091483,107.7162910581911,1.45,1.4032,1.4037,0.7856,1.5718,1.1634,1.0187,1.2869,1.3349,0.9555,1.4541
SATD201802,02/01/2018,85156278,99273586,60464271,69780030,24692007,29493556,68213441,83836429,49452398,59483742,18761043,24352688,80.1,84.4,81.8,85.2,76,82.6,7637,9267,54078,64799,61715,74066,68674180,84022062,3085173,3716342,1002320,1109694,1096709,1194302,397611189,540717282,746417,813475,264816,292000,2710.7,2336.9,43.9,48.4,111.6,227759,267857,133.6,1.9,129.1,1.5,131.7,1.7,104.5038480694341,108.0729889130541,1.45,1.4247,1.4477,0.8201,1.6087,1.1605,1.0331,1.305,1.2462,0.9804,1.4899
SATD201803,03/01/2018,100683549,98986147,71674603,69333391,29008946,29652756,85599897,83078533,61707206,58556372,23892691,24522162,85,83.9,86.1,84.5,82.4,82.7,9647,9186,66643,63815,76290,73001,86103130,83876275,3751124,3682072,1134192,1132219,1192474,1203419,507584752,510498649,821664,793495,291322,288687,2796.7,2513.6,49.8,50.6,112.2,270705,268556,135.3,1.3,127.9,-0.9,132.4,0.5,104.9788473503608,108.5172459540264,1.45,1.4223,1.4343,0.8368,1.6209,1.0956,1.0077,1.2901,1.3405,1.0251,1.4983
SATD201804,04/01/2018,99520372,100590864,70357641,70948326,29162731,29642539,82536712,84131328,59340837,59751723,23195875,24379606,82.9,83.6,84.3,84.2,79.5,82.2,9074,9203,64557,64778,73631,73981,83009458,84220990,3551102,3547809,1095849,1116038,1170294,1198988,502623911,539469791,809574,796922,283594,285080,2350.5,2689.2,52.5,52.5,111.6,275127,273320,135.2,-0.1,128.5,0.5,132.6,0.1,106.1712763410609,109.1098857378712,1.45,1.4281,1.382,0.8248,1.615,1.1578,1.0121,1.274,1.4341,1.063,1.4896
SATD201805,05/01/2018,104550878,100828774,73310982,71204177,31239896,29624597,88019738,83785905,62580573,59541555,25439165,24244350,84.2,83.1,85.4,83.6,81.4,81.8,9452,9192,67844,64510,77296,73702,88525374,84598979,3754250,3702717,1139422,1123888,1234657,1212941,556052014,535846950,838383,804165,298650,289542,2055,2490.3,54.2,53.2,113,283713,267556,136.1,0.7,129.3,0.6,133.5,0.7,105.1706344735205,109.9816900514744,1.44,1.4345,1.4424,0.8306,1.6338,1.15,1.0213,1.294,1.328,1.0775,1.5091
SATD201806,06/01/2018,107912286,101148218,75323764,71578260,32588522,29569959,94375329,84450555,66095834,60309493,28279495,24141061,87.5,83.5,87.7,84.3,86.8,81.6,10606,9276,70278,64953,80884,74228,94917320,85233116,3700674,3695765,1121208,1127881,1223757,1215212,600475156,526486487,802564,807953,290939,290673,2063.1,2475.5,53.8,53.4,114,282648,269325,136.8,0.5,130.1,0.6,134.2,0.6,106.0382477794692,110.5188534044255,1.45,1.4453,1.4397,0.8336,1.6368,1.1299,1.0261,1.299,1.3201,1.082,1.5219
SATD201807,07/01/2018,112677219,101190454,78406996,71569963,34270223,29620492,98883723,84603594,69091770,60461873,29791953,24141721,87.8,83.6,88.1,84.5,86.9,81.5,11421,9302,72540,64550,83961,73852,99373488,85339123,3653033,3637413,1135364,1114150,1222909,1210247,655798387,540241197,777391,800967,290901,286418,2350.7,2518.1,49.8,49,113.5,290989,270452,135.6,-0.9,129.9,-0.1,133.3,-0.6,106.1723035886408,110.317667793594,1.44,1.4471,1.4169,0.8234,1.6301,1.1595,1.0172,1.28,1.3428,0.9921,1.5148
SATD201808,08/01/2018,110046265,101371487,76722877,71634015,33323388,29737472,94835592,84692287,66132066,60636706,28703526,24055580,86.2,83.5,86.2,84.6,86.1,80.9,10649,9271,70339,64480,80988,73752,95268900,85574421,3670755,3643120,1192493,1116455,1266891,1201500,622165201,538452890,813493,799000,296027,290820,2313.8,2498.5,52,50.2,114,284989,267900,136.2,0.4,130.1,0.1,133.8,0.3,106.8938422887336,111.1986067805572,1.45,1.4511,1.4192,0.8251,1.6184,1.1556,1.0147,1.2997,1.3324,1.0152,1.5222
SATD201809,09/01/2018,98096193,101615420,68530530,71947296,29565663,29668124,79102243,84430365,55431382,60403726,23670861,24026640,80.6,83.1,80.9,84,80.1,81,8233,9239,60469,64747,68702,73986,79470511,84859008,3699185,3724195,1114114,1107123,1200516,1193216,495908489,514495039,796572,798678,305793,313247,2156.1,2565.3,50.3,50.2,115.1,267434,269877,137.9,1.3,129.2,-0.7,134.6,0.6,106.9403766041012,111.4929215002786,1.46,1.4389,1.4508,0.8182,1.6072,1.1042,1.0143,1.3999,1.368,1.0164,1.5366
SATD201810,10/01/2018,101209471,101864394,72044942,72008195,29164529,29856199,84374600,85750050,61011632,61231484,23362968,24518566,83.4,84.2,84.7,85,80.1,82.1,8424,9456,67082,65230,75506,74686,84871437,85847402,3947446,3694263,1150092,1103618,1269398,1199516,541695863,541947435,901861,811707,313644,310277,2285.8,2597.4,56.2,53.7,116.1,281382,270155,139.1,0.8,131,1.3,136,1,106.7615328004477,111.471978590624,1.46,1.4557,1.4391,0.8156,1.6157,1.1631,1.0308,1.3866,1.3851,1.0877,1.5498
SATD201811,11/01/2018,94867555,101479949,69098159,71970007,25769396,29509942,79461417,85168401,58779362,60690349,20682055,24478052,83.8,83.9,85.1,84.3,80.3,82.9,8079,9304,64660,65827,72739,75131,79928596,85321923,3813586,3622069,1077864,1093283,1174197,1193666,561549866,551626862,792800,792120,314398,316254,2715.9,2639.8,50.2,49,117.1,260473,269052,139.2,0.1,129.5,-1.1,135.5,-0.3,106.846691624818,110.60552140289,1.44,1.4468,1.411,0.808,1.6078,1.1839,1.006,1.4133,1.4078,0.9921,1.5633
SATD201812,12/01/2018,100428417,101365233,71865620,72164218,28562797,29201015,82764474,85740896,59477976,61390164,23286498,24350732,82.4,84.6,82.8,85.1,81.5,83.4,9238,9355,63646,66866,72884,76221,83062296,85915218,3841791,3636590,1090950,1110379,1190997,1211865,551882741,545452145,743555,799257,326224,317425,2999.5,2390.8,50.2,50.4,115.2,270370,277525,137.2,-1.4,130.5,0.7,134.6,-0.7,106.8800771711635,109.8157063526157,1.49,1.4568,1.4166,0.8206,1.6323,1.1706,1.015,1.4186,1.2749,1.0192,1.5379
SATD201901,01/01/2019,96987157,102368258,68754681,72456062,28232476,29912195,76935981,86529510,54357953,61659819,22578028,24869692,79.3,84.5,79.1,85.1,80,83.1,8984,9470,58034,66781,67018,76250,77340251,86089114,3500836,3703429,1070997,1088033,1173664,1195475,443790117,549894195,753934,784360,326965,322915,3424.3,2578.8,43.2,45.2,115.5,248927,273421,137.4,0.1,129.9,-0.4,134.5,-0.1,106.1761044046862,109.2965895494734,1.5,1.4598,1.4427,0.8041,1.6102,1.1802,0.9961,1.4431,1.3752,0.9142,1.5417
SATD201902,02/01/2019,87915449,102638019,62805313,72570330,25110136,30067689,70762598,86995904,51406118,61719879,19356480,25276024,80.5,84.8,81.8,85,77.1,84.1,7898,9625,55679,66909,63577,76534,71123784,87070211,3016482,3656786,965072,1069393,1079346,1174294,400576951,546472293,720891,787118,293373,322236,3019.1,2606.1,33.8,38.5,115.8,231791,272141,136.2,-0.9,131,0.9,134.2,-0.3,105.6268351237358,110.0117676344891,1.5,1.4764,1.4245,0.7903,1.5817,1.1728,0.9996,1.4401,1.3898,0.7798,1.5465
SATD201903,03/01/2019,105309484,103598928,75651237,73191636,29658247,30407292,90028517,87988736,65407751,62377482,24620766,25611254,85.5,84.9,86.5,85.2,83,84.2,9977,9621,70233,67526,80210,77148,90478107,88680096,3782260,3677668,1030008,1024059,1171903,1170121,517020057,549564240,812754,801136,328368,326791,2927.8,2667.6,39.2,40.1,116,272379,270920,136.4,0.1,133.4,1.8,135.1,0.7,105.6381348471142,109.8112504143912,1.47,1.5037,1.4326,0.7568,1.5761,1.1795,1.0174,1.4604,1.4225,0.8109,1.5487
SATD201904,04/01/2019,101856842,103314793,72335257,73089134,29521585,30225659,86209795,87218781,61953259,61996650,24256536,25222131,84.6,84.4,85.6,84.8,82.2,83.4,9489,9590,66938,66676,76427,76266,86684142,87286248,3618268,3645866,1088070,1103654,1124254,1156159,532041046,547167192,833324,805019,317497,319537,2212.4,2528.7,42.9,42.6,116.9,273413,271928,137.6,0.9,132.2,-0.9,135.5,0.2,105.0615407805395,109.5568163417782,1.48,1.4801,1.4202,0.8157,1.5573,1.1743,1.0223,1.428,1.3485,0.8632,1.561
SATD201905,05/01/2019,107425049,103869172,75386137,73443634,32038912,30425538,92550535,87408025,65811235,62054019,26739300,25354006,86.2,84.2,87.3,84.5,83.5,83.3,9982,9565,71365,66656,81347,76220,92977220,88356162,3745106,3677817,1109479,1087731,1157308,1136905,576765031,552263833,841759,805839,333172,324373,2134,2589.4,41.5,40.5,116.9,289711,271676,137.4,-0.2,133.3,0.9,135.7,0.2,105.2082317349433,109.3587498877038,1.46,1.4982,1.4327,0.8039,1.5314,1.1853,1.0234,1.4496,1.3809,0.819,1.5613
SATD201906,06/01/2019,110097457,103427023,76617273,73069357,33480184,30357666,97811522,87695505,68413224,62755606,29398298,24939899,88.8,84.8,89.3,85.9,87.8,82.2,11049,9601,72791,68180,83840,77782,98273616,88466722,3595934,3604580,1055850,1065427,1132621,1134230,618224369,546407105,780334,805303,324508,323413,2119.3,2532,37.1,36.7,117.6,281359,269353,136.6,-0.6,133.4,0.1,135.2,-0.4,105.3365349576677,108.1075224342931,1.46,1.5001,1.4042,0.7874,1.5278,1.1727,1.0227,1.4453,1.3503,0.7429,1.5704
SATD201907,07/01/2019,114924902,103586828,80081728,73397880,34843174,30188949,101794185,87319110,71276651,62599849,30517534,24719261,88.6,84.3,89,85.3,87.6,81.9,11673,9581,75284,66739,86957,76320,102295052,88226602,3655393,3608888,1084559,1068502,1153557,1138811,657244637,542760720,802211,807020,330838,326306,2393.9,2545.5,43.1,42.3,119,291520,269606,138.6,1.5,133.2,-0.1,136.5,0.9,104.7851084567995,107.3883340048755,1.46,1.496,1.4058,0.7897,1.5339,1.1649,1.0249,1.4583,1.3574,0.8559,1.5891
SATD201908,08/01/2019,113124199,104413809,78976853,73963983,34147346,30449826,98025331,88001588,68148009,63077212,29877322,24924377,86.7,84.3,86.3,85.3,87.5,81.9,11065,9669,72718,67581,83783,77250,98411628,89305716,3670233,3656111,1134765,1065307,1197130,1128523,626644744,544901565,816192,818331,331841,325839,2433.9,2610.8,47.9,46.5,120.4,293308,276508,140.6,1.4,134.9,1.3,138.4,1.3,105.5819444044959,107.125433649636,1.45,1.5143,1.4242,0.7873,1.5201,1.1695,1.0393,1.4562,1.3923,0.9409,1.6072
SATD201909,09/01/2019,101087368,104330573,70649657,73730876,30437711,30599698,83345979,88961069,58213796,63229075,25132183,25731994,82.4,85.3,82.4,85.8,82.6,84.1,8610,9661,63981,67656,72591,77316,83814263,89546221,3528614,3536832,1030894,1028829,1128691,1123988,528336348,539526606,826416,811913,304027,311983,2206.2,2620,43.2,43.5,117.5,273319,274195,136.9,-2.6,134.8,-0.1,136,-1.7,105.2518897570873,106.4131519244662,1.46,1.5184,1.3778,0.7604,1.514,1.1579,1.0311,1.3943,1.3972,0.8802,1.5682
SATD201910,10/01/2019,104422363,104669624,74904315,74389192,29518048,30280432,87646447,88689024,63323854,63223778,24322593,25465246,83.9,84.7,84.5,85,82.4,84.1,8694,9760,69922,67782,78616,77542,88208390,88912941,3832880,3598079,1050629,1007463,1170089,1107569,540165523,532277503,895828,810372,311611,308719,2306.5,2606.2,45.5,43.3,118,283961,272669,137,0,134.1,-0.6,135.7,-0.2,104.3558216931765,105.238343811604,1.46,1.5077,1.4016,0.7446,1.4918,1.1424,1.0291,1.3797,1.3899,0.8761,1.5752
SATD201911,11/01/2019,98506078,104876746,72118568,74970628,26387510,29906118,80521747,89840386,59158779,64283035,21362968,25557352,81.7,85.7,82,85.7,81,85.5,8257,9634,64817,69911,73074,79544,81010197,89461830,3850420,3602527,991938,1007407,1085903,1099717,524186383,545170003,794309,808091,310579,310057,2783.8,2682.7,43,41.7,117.4,260326,269800,136.6,-0.3,134.6,0.4,135.7,0,104.9327239340252,105.1026604926711,1.44,1.517,1.4034,0.7445,1.4813,1.17,1.0262,1.3856,1.4306,0.8445,1.5678
SATD201912,12/01/2019,105336301,105527195,76153733,75906822,29182568,29620374,89959899,89508286,65288157,63948269,24671742,25560017,85.4,84.8,85.7,84.2,84.5,86.3,9584,9615,69719,69545,79303,79160,90389595,90012189,3675341,3550965,988111,1002928,1066873,1090231,583637283,550257398,771526,810254,322814,312936,3170.7,2547.5,43.4,43,116.4,261757,269023,135.4,-0.9,135.3,0.5,135.1,-0.4,104.7197755107204,105.1334064664194,1.43,1.5263,1.3833,0.7412,1.4685,1.181,1.029,1.3985,1.3585,0.8694,1.5545
SATD202001,01/01/2020,101193363,107046106,72425576,76668685,28767787,30377421,81045830,91167784,57629920,65303110,23415910,25864674,80.1,85.2,79.6,85.2,81.4,85.1,9161,9774,61623,70898,70784,80672,81536356,89839419,3357180,3547690,1003748,1019309,1112546,1102415,447564878,552841453,801142,825687,321678,318880,3327.2,2512.2,40.8,42.6,116.2,260847,285452,135.4,0,136.1,0.6,135.5,0.2,104.0983934496639,103.7346874577813,1.44,1.5234,1.382,0.7533,1.4849,1.1865,1.0486,1.4251,1.3397,0.8621,1.5511
SATD202002,02/01/2020,92853151,104831749,68495033,76623398,24358118,28208350,73892439,87847240,55336127,64352246,18556312,23494994,79.6,83.8,80.8,84,76.2,83.3,7962,9406,59868,70502,67830,79908,74428889,89348638,2954420,3486655,929332,977652,1027532,1076920,400433113,539878238,774638,818035,305296,326920,3062.3,2588.4,37,42,117,242695,284040,135.6,0.2,135.1,-0.7,135.2,-0.2,104.4421104898846,103.0429030484437,1.43,1.5151,1.3582,0.7225,1.4506,1.1587,1.0389,1.461,1.3803,0.85,1.5628
SATD202003,03/01/2020,82523537,80826566,64968396,62688896,17555141,18137670,42770844,41832368,32526486,31044125,10244358,10788243,51.8,51.8,50.1,49.5,58.4,59.5,4653,4515,34414,33068,39067,37583,43175178,41776074,3607785,3472564,954273,944564,1019288,1016511,233377315,269499789,491243,468128,309006,308783,2725.5,2519.2,40.3,41.2,116.7,226638,224870,133.8,-1.3,69.4,-48.6,108.7,-19.6,100.2655272796948,97.60576722703462,1.54,0.7084,1.3527,0.6981,1.3692,0.5784,0.5945,1.38,1.3434,0.8336,1.5582
SATD202004,04/01/2020,21032453,21353664,19489079,19769684,1543374,1583980,2908236,2911792,2551127,2543259,357109,368533,13.8,13.6,13.1,12.9,23.1,23.3,137,138,2877,2862,3014,2999,3086801,2924243,3473104,3490458,806193,817145,929822,959638,36018048,52195830,156305,129929,271251,273455,2263.6,2584.2,39.3,38.9,106.5,167617,167174,123.7,-7.6,12.1,-82.6,80.2,-26.2,86.98855775953626,83.5662198665162,1.68,0.0496,1.3597,0.6039,1.2926,0.112,0.165,1.2221,1.3781,0.7872,1.422
SATD202005,05/01/2020,23867176,23341667,22120039,21688228,1747137,1653440,8597006,8111899,8117835,7661801,479171,450098,36,34.8,36.7,35.3,27.4,27.2,191,182,9697,9127,9888,9309,8836134,4038762,3824907,3794736,790239,764605,1004416,982977,69098462,49434913,185527,181872,275968,267295,2076.7,2517.6,36.9,35.7,109.5,221006,204304,125.4,1.4,16.7,38.7,83.1,3.5,88.35438614171647,85.58542827290165,1.33,0.0685,1.4782,0.5651,1.324,0.1061,0.231,1.1945,1.3426,0.7225,1.4623
SATD202006,06/01/2020,27523797,26114832,24940443,23756890,2583354,2357943,14904888,13638319,14007580,12873331,897308,764988,54.2,52.2,56.2,54.2,34.7,32.4,404,351,16207,14976,16611,15327,15248985,5690828,3914103,3882466,818516,830850,1066427,1064909,128982242,52440083,241352,234660,260117,258080,2134.2,2530.8,38.6,38.2,111.4,250330,235771,128.4,2.4,21.9,31,86.9,4.7,94.17240825976258,94.54921640200958,1.21,0.0965,1.5124,0.614,1.4344,0.1125,0.298,1.1534,1.3496,0.7741,1.487
SATD202007,07/01/2020,45800946,41783855,40313263,37033786,5487683,4750069,22062675,19069824,20075949,17476195,1986726,1593628,48.2,45.6,49.8,47.2,36.2,33.5,1133,920,22922,20010,24055,20930,22439042,7241910,4047718,3989428,894366,884175,1142352,1129185,160734686,42456530,290084,288960,283793,278230,2468.3,2608.5,39.5,38.7,114.1,265550,242159,132.5,3.2,27.1,23.6,91.4,5.2,97.5923209026284,99.0214188009255,1.21,0.1228,1.5541,0.6534,1.521,0.0911,0.367,1.2434,1.3911,0.7828,1.5234
SATD202008,08/01/2020,49987894,46677707,42874072,40342387,7113822,6335320,23818082,22133012,21184556,19922098,2633526,2210914,47.6,47.4,49.4,49.4,37,34.9,1401,1235,24431,23163,25832,24398,24135654,16280729,4005875,4006643,958544,896773,1232840,1168400,157997236,81824973,302029,322127,283502,276390,2404.3,2557.7,38,36.6,111.8,265060,251358,130.7,-1.3,37.1,36.9,94.2,3.1,98.54324398730364,99.74929630988072,1.22,0.2761,1.5608,0.6628,1.5738,0.1756,0.4091,1.2352,1.364,0.7401,1.4932
SATD202009,09/01/2020,43187717,44595704,35882035,37212108,7305682,7383596,23073723,24791874,20474551,22131163,2599172,2660711,53.4,55.6,57.1,59.5,35.6,36,1414,1610,23854,25156,25268,26766,23384755,29671297,4107404,4100470,924656,924750,1208370,1203114,157507264,165207680,314381,283583,273565,281696,2157,2552.6,37.1,37.6,110.9,257531,254995,131,0.2,45.6,23,97.7,3.7,98.50420857926902,100.7298255161592,1.22,0.5031,1.5973,0.6834,1.6205,0.3546,0.3601,1.2589,1.3613,0.7611,1.4804
SATD202010,10/01/2020,49296527,49171335,40389937,39998252,8906590,9173083,27870756,27887179,24425708,24301931,3445048,3585248,56.5,56.7,60.5,60.8,38.7,39.1,1984,2206,28027,27031,30011,29236,28273746,28404881,4347618,4119663,976752,934672,1281426,1201484,161006011,145966271,334579,267638,288756,286032,2320.5,2611.6,40.1,38.1,111.2,266596,255505,131.8,0.6,43.4,-5,97.3,-0.4,99.15568899441544,102.0819799703525,1.24,0.4817,1.6048,0.6908,1.6183,0.3133,0.3399,1.2783,1.3927,0.7717,1.485
SATD202011,11/01/2020,53690474,56165973,43474923,44693415,10215551,11472558,27957384,29644686,23711619,24592054,4245765,5052632,52.1,52.8,54.5,55,41.6,44,2465,2821,26294,27291,28759,30112,28292818,33608189,4357884,4179966,936154,950181,1211475,1236029,137301130,133141034,294477,309853,282464,279903,2446.6,2345.9,40.4,39.2,112.3,238300,248198,132.2,0.2,50.6,16.8,100.4,3.1,99.5946318852891,103.154747097876,1.26,0.5699,1.6283,0.7022,1.6649,0.2857,0.3935,1.2509,1.251,0.7925,1.4999
SATD202012,12/01/2020,57400881,57301423,45077323,44843334,12323558,12458089,30832402,31694533,25075790,25656009,5756612,6038525,53.7,55.3,55.6,57.2,46.7,48.5,3272,3282,27263,28213,30535,31495,31081794,33710143,4447503,4166973,939212,948938,1177211,1246330,130652258,126152859,292994,315329,290021,279902,3188.2,2592.1,40.8,40.2,113.3,241451,249061,134,1.4,51.1,0.9,101.6,1.3,100.8797186076924,106.0878684340852,1.26,0.5716,1.6232,0.7013,1.6787,0.2707,0.4005,1.2509,1.3823,0.8142,1.5124
